"Table.Number","Sheet","Table.Name","Product.Name","Item","Variable.Name","Variable.Level","Valid.Response","Available.Periods"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Land use - Land not used for agricultural production - Total area (ha)","agnonprodaha_f","","Numeric (ha)","2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Land use - Land set aside for conservation/protection purposes - Area (ha)","agnonprod_ahacon_f","","Numeric (ha)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Land use - Other areas not used for agricultural production - Area (ha)","agnonprod_ahaoth_f","","Numeric (ha)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Land use - Land mainly used for agricultural production - Total area (ha)","agprodaglaha_f","","Numeric (ha)","2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Land use - Land mainly used for crops - Area (ha)","agprod_ahacrp_f","","Numeric (ha)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Land use - Land mainly used for grazing - Total area (ha)","aglandgrazeha_f","","Numeric (ha)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Land use - Land mainly used for grazing - Grazing on improved pastures - Area (ha)","agprod_ahagri_f","","Numeric (ha)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Land use - Land mainly used for grazing - Grazing on other land - Area (ha)","agprod_ahagro_f","","Numeric (ha)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Land use - Land mainly used for cropping and improved pastures - Total area (ha)","agprod_ahacrgr_f","","Numeric (ha)","2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Land use - Land mainly used for forestry (including plantation and native forest) - Area (ha)","agprodforest_f","","Numeric (ha)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Land use - Land mainly used for forestry - Plantation forest - Area (ha)","agprodforplaaha_f","","Numeric (ha)","2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Land use - Land mainly used for forestry - Native forest - Area (ha)","agprodfornataha_f","","Numeric (ha)","2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Land use - Land mainly used for other agricultural purposes - Area (ha)","agprod_ahaoth_f","","Numeric (ha)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Crops - Total crops (including cereals and other crops, hay, silage and horticulture) - Area (ha)","agcroptotaha_f","","Numeric (ha)","2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Cereal crops - Wheat for grain - Area (ha)","agcereal_ahawht_f","","Numeric (ha)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Cereal crops - Wheat for grain - Production (t)","agcereal_atowht_f","","Numeric (t)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Cereal crops - Oats for grain - Area (ha)","agcereal_ahaoat_f","","Numeric (ha)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Cereal crops - Oats for grain - Production (t)","agcereal_atooat_f","","Numeric (t)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Cereal crops - Barley for grain - Area (ha)","agcereal_ahabar_f","","Numeric (ha)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Cereal crops - Barley for grain - Production (t)","agcereal_atobar_f","","Numeric (t)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Cereal crops - Sorghum for grain - Area (ha)","agcereal_ahasor_f","","Numeric (ha)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Cereal crops - Sorghum for grain - Production (t)","agcereal_atosor_f","","Numeric (t)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Cereal crops - Rice for grain - Area (ha)","agcereal_aharic_f","","Numeric (ha)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Cereal crops - Rice for grain - Production (t)","agcereal_atoric_f","","Numeric (t)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Cereal crops - Maize for grain - Area (ha)","agcereal_ahamai_f","","Numeric (ha)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Cereal crops - Maize for grain - Production (t)","agcereal_atomai_f","","Numeric (t)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Other crops - Cotton (irrigated and non-irrigated) - Area (ha)","agcottlintakg_f","","Numeric (ha)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Other crops - Cotton (irrigated and non-irrigated) - Lint production (kg)","agcottpltdaha_f","","Numeric (kg)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Other crops - Oilseeds - Canola - Area (ha)","agothcrop_ahacan_f","","Numeric (ha)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Other crops - Oilseeds - Canola - Production (t)","agothcrop_atocan_f","","Numeric (t)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Other crops - Sugar cane - Cut for crushing - Area (ha)","agsugarcrsaha_f","","Numeric (ha)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Other crops - Sugar cane - Cut for crushing - Production (t)","agsugarcrsato_f","","Numeric (t)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Fruit and nuts - Citrus fruit - Mandarins - Trees not yet of bearing age (no.)","agfrutmandato_f","","Numeric","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Fruit and nuts - Citrus fruit - Mandarins - Trees of bearing age (no.)","agfrutmandtba_f","","Numeric","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Fruit and nuts - Citrus fruit - Mandarins - Production (t)","agfrutmandtnb_f","","Numeric (t)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Fruit and nuts - Citrus fruit - Oranges - Trees not yet of bearing age (no.)","agfrutorngato_f","","Numeric","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Fruit and nuts - Citrus fruit - Oranges - Trees of bearing age (no.)","agfrutorngtba_f","","Numeric","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Fruit and nuts - Citrus fruit - Oranges - Production (t)","agfrutorngtnb_f","","Numeric (t)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Fruit and nuts - Stone fruit - Cherries - Trees not yet of bearing age (no.)","agfrutcherato_f","","Numeric","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Fruit and nuts - Stone fruit - Cherries - Trees of bearing age (no.)","agfrutchertba_f","","Numeric","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Fruit and nuts - Stone fruit - Cherries - Production (t)","agfrutchertnb_f","","Numeric (t)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Fruit and nuts - Stone fruit - Nectarines - Trees not yet of bearing age (no.)","agfrutnectato_f","","Numeric","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Fruit and nuts - Stone fruit - Nectarines - Trees of bearing age (no.)","agfrutnecttba_f","","Numeric","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Fruit and nuts - Stone fruit - Nectarines - Production (t)","agfrutnecttnb_f","","Numeric (t)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Fruit and nuts - Stone fruit - Peaches - Trees not yet of bearing age (no.)","agfrutpeacato_f","","Numeric","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Fruit and nuts - Stone fruit - Peaches - Trees of bearing age (no.)","agfrutpeactba_f","","Numeric","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Fruit and nuts - Stone fruit - Peaches - Production (t)","agfrutpeactnb_f","","Numeric (t)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Fruit and nuts - Other orchard fruit - Apples - Trees not yet of bearing age (no.)","agfrutapplato_f","","Numeric","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Fruit and nuts - Other orchard fruit - Apples - Trees of bearing age (no.)","agfrutapptba_f","","Numeric","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Fruit and nuts - Other orchard fruit - Apples - Production (t)","agfrutapptnb_f","","Numeric (t)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Fruit and nuts - Other orchard fruit - Pears (including Nashi) - Trees not yet of bearing age (no.)","agfrutnaspearato_f","","Numeric","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Fruit and nuts - Other orchard fruit - Pears (including Nashi) - Trees of bearing age (no.)","agfrutnaspeartba_f","","Numeric","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Fruit and nuts - Other orchard fruit - Pears (including Nashi) - Production (t)","agfrutnaspeartnb_f","","Numeric (t)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Fruit and nuts - Other orchard fruit - Avocados - Trees not yet of bearing age (no.)","agfrutavocato_f","","Numeric","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Fruit and nuts - Other orchard fruit - Avocados - Trees of bearing age (no.)","agfrutavotba_f","","Numeric","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Fruit and nuts - Other orchard fruit - Avocados - Production (t)","agfrutavotnb_f","","Numeric (t)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Fruit and nuts - Other orchard fruit - Mangoes - Trees not yet of bearing age (no.)","agfrutmangato_f","","Numeric","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Fruit and nuts - Other orchard fruit - Mangoes - Trees of bearing age (no.)","agfrutmangtba_f","","Numeric","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Fruit and nuts - Other orchard fruit - Mangoes - Production (t)","agfrutmangtnb_f","","Numeric (t)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Fruit and nuts - Other orchard fruit - Olives - Trees not yet of bearing age (no.)","agfrutolivato_f","","Numeric","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Fruit and nuts - Other orchard fruit - Olives - Trees of bearing age (no.)","agfrutolivtba_f","","Numeric","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Fruit and nuts - Other orchard fruit - Olives - Production (t)","agfrutolivtnb_f","","Numeric (t)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Fruit and nuts - Nuts - Almonds - Trees not yet of bearing age (no.)","agfrutalmoato_f","","Numeric","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Fruit and nuts - Nuts - Almonds - Trees of bearing age (no.)","agfrutalmotba_f","","Numeric","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Fruit and nuts - Nuts - Almonds - Production (t)","agfrutalmotnb_f","","Numeric (t)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Fruit and nuts - Nuts - Macadamias - Trees not yet of bearing age (no.)","agfrutmacaato_f","","Numeric","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Fruit and nuts - Nuts - Macadamias - Trees of bearing age (no.)","agfrutmacatba_f","","Numeric","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Fruit and nuts - Nuts - Macadamias - Production (t)","agfrutmacatnb_f","","Numeric (t)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Fruit and nuts - Berry fruit - Strawberries - Area of bearing age (ha)","agfrutstrawbato_f","","Numeric (ha)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Fruit and nuts - Berry fruit - Strawberries - Production (t)","agfrutstrwahabea_f","","Numeric (t)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Fruit and nuts - Plantation fruit - Bananas - Area not yet of bearing age (ha)","agfrutbanaahabea_f","","Numeric (ha)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Fruit and nuts - Plantation fruit - Bananas - Area of bearing age (ha)","agfrutbanaahanyb_f","","Numeric (ha)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Fruit and nuts - Plantation fruit - Bananas - Production (t)","agfrutbanaato_f","","Numeric (t)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Fruit and nuts - Plantation fruit - Pineapples - Area not yet of bearing age (ha)","agfrutpineahabea_f","","Numeric (ha)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Fruit and nuts - Plantation fruit - Pineapples - Area of bearing age (ha)","agfrutpineahanyb_f","","Numeric (ha)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Fruit and nuts - Plantation fruit - Pineapples - Production (t)","agfrutpineato_f","","Numeric (t)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Fruit and nuts - Grapes - Total - Area not yet of bearing age (ha)","aggrape_ahabea_f","","Numeric (ha)","2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Fruit and nuts - Grapes - Total - Area of bearing age (ha)","aggrape_ahanyb_f","","Numeric (ha)","2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Fruit and nuts - Grapes - Total - Production (t)","aggrape_ato_f","","Numeric (t)","2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Vegetables - Beans (including French and runner) - Area (ha)","agvegbeanaha_f","","Numeric (ha)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Vegetables - Beans (including French and runner) - Production (kg)","agvegbeankg_f","","Numeric (kg)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Vegetables - Broccoli - Area (ha)","agvegebrocaha_f","","Numeric (ha)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Vegetables - Broccoli - Production (kg)","agvegebrocakg_f","","Numeric (kg)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Vegetables - Cabbages - Area (ha)","agvegecabbaha_f","","Numeric (ha)","2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Vegetables - Cabbages - Production (t)","agvegecabbato_f","","Numeric (t)","2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Vegetables - Capsicums (excluding chillies) - Area (ha)","agvegecapsaha_f","","Numeric (ha)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Vegetables - Capsicums (excluding chillies) - Production (kg)","agvegecapsakg_f","","Numeric (kg)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Vegetables - Carrots - Area (ha)","agvegecarraha_f","","Numeric (ha)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Vegetables - Carrots - Production (t)","agvegecarrato_f","","Numeric (t)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Vegetables - Cauliflowers - Area (ha)","agvegecaulaha_f","","Numeric (ha)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Vegetables - Cauliflowers - Production (t)","agvegecaulato_f","","Numeric (t)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Vegetables - Lettuces - Area (ha)","agvegecornaha_f","","Numeric (ha)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Vegetables - Lettuces - Production (kg)","agvegecornato_f","","Numeric (kg)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Vegetables - Melons - Area (ha)","agvegelettaha_f","","Numeric (ha)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Vegetables - Melons - Production (t)","agvegelettakg_f","","Numeric (t)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Vegetables - Onions - Area (ha)","agvegemelnaha_f","","Numeric (ha)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Vegetables - Onions - Production (t)","agvegemelnato_f","","Numeric (t)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Vegetables - Potatoes - Area (ha)","agvegeonioaha_f","","Numeric (ha)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Vegetables - Potatoes - Production (t)","agvegeonioato_f","","Numeric (t)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Vegetables - Pumpkins - Area (ha)","agvegepotaaha_f","","Numeric (ha)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Vegetables - Pumpkins - Production (t)","agvegepotaato_f","","Numeric (t)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Vegetables - Sweet corn - Area (ha)","agvegepumpaha_f","","Numeric (ha)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Vegetables - Sweet corn - Production (t)","agvegepumpato_f","","Numeric (t)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Vegetables - Tomatoes - Area (ha)","agvegetomaaha_f","","Numeric (ha)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Vegetables - Tomatoes - Production (t)","agvegetomaato_f","","Numeric (t)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Livestock - Sheep and lambs - Total (no.)","agsheeplmbano_f","","Numeric","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Livestock - Dairy cattle - Total (no.)","agdairy_ano_f","","Numeric","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Livestock - Meat cattle - Total (no.)","agbeefcatlano_f","","Numeric","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Water use - Rice - Area watered (ha)","agwatrocrpaharic_f","","Numeric (ha)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Water use - Rice - Volume applied (ML)","agwatrocrpamlcot_f","","Numeric (ML)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Water use - Cotton - Area watered (ha)","agwatrocrpahacot_f","","Numeric (ha)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Water use - Cotton - Volume applied (ML)","agwatrocrpamlric_f","","Numeric (ML)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Water use - Sugar cane - Area watered (ha)","agwatrocrpahasug_f","","Numeric (ha)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Water use - Sugar cane - Volume applied (ML)","agwatrocrpamlsug_f","","Numeric (ML)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Water use - Fruit trees, nut trees, plantation or berry fruits - Area watered (ha)","agwatrfrutaha_f","","Numeric (ha)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Water use - Fruit trees, nut trees, plantation or berry fruits - Volume applied (ML)","agwatrfrutaml_f","","Numeric (ML)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Water use - Vegetables - Area watered (ha)","agwatrvegeaha_f","","Numeric (ha)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Water use - Vegetables - Volume applied (ML)","agwatrvegeaml_f","","Numeric (ML)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Water use - Grapevines - Area watered (ha)","agwatrgrapaha_f","","Numeric (ha)","2010-11;2015-16;2020-21"
46,"46","Agricultural Commodities","blade-table-46-agricultural-commodities","Water use - Grapevines - Volume applied (ML)","agwatrgrapaml_f","","Numeric (ML)","2010-11;2015-16;2020-21"
47,"47","Merchandise Trade Exports","blade-table-47-merchandise-trade-exports","De-identified ABN","bn","","10 digit alphanumeric Unknown = 9999999999","2003-04;2004-05;2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;2011-12;2012-13;2013-14;2014-15;2015-16;2016-17;2017-18;2018-19;2019-20;2020-21;2021-22;2022-23;2023-24;2024-25"
47,"47","Merchandise Trade Exports","blade-table-47-merchandise-trade-exports","Deidentified CCID","dcid","","10 digit alphanumeric Unknown = 9999999999","2003-04;2004-05;2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;2011-12;2012-13;2013-14;2014-15;2015-16;2016-17;2017-18;2018-19;2019-20;2020-21;2021-22;2022-23;2023-24;2024-25"
47,"47","Merchandise Trade Exports","blade-table-47-merchandise-trade-exports","De-identified Export Declaration Number","edn","","10 digit alphanumeric","2003-04;2004-05;2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;2011-12;2012-13;2013-14;2014-15;2015-16;2016-17;2017-18;2018-19;2019-20;2020-21;2021-22;2022-23;2023-24;2024-25"
47,"47","Merchandise Trade Exports","blade-table-47-merchandise-trade-exports","De-identified Transaction identifier - Data item used to uniquely identify each particular product/line that is exported","tn","","14 digit alphanumeric","2003-04;2004-05;2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;2011-12;2012-13;2013-14;2014-15;2015-16;2016-17;2017-18;2018-19;2019-20;2020-21;2021-22;2022-23;2023-24;2024-25"
47,"47","Merchandise Trade Exports","blade-table-47-merchandise-trade-exports","Integration version (internal ABS reference)","exp_version","","8 digit alphanumeric ""in257_v1""","2003-04;2004-05;2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;2011-12;2012-13;2013-14;2014-15;2015-16;2016-17;2017-18;2018-19;2019-20;2020-21;2021-22;2022-23;2023-24;2024-25"
47,"47","Merchandise Trade Exports","blade-table-47-merchandise-trade-exports","Time series ID (last 2 digits of end year in a financial year)","tsid","","2 digit numeric example: 2018/2019 = '19'","2003-04;2004-05;2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;2011-12;2012-13;2013-14;2014-15;2015-16;2016-17;2017-18;2018-19;2019-20;2020-21;2021-22;2022-23;2023-24;2024-25"
47,"47","Merchandise Trade Exports","blade-table-47-merchandise-trade-exports","Financial year quarter data is in reference to","quarter","","6 digit alphanumeric YYYY is a financial year, i.e. 2021, 2122 ""YYYYQ1"" = July to September ""YYYYQ2"" = October to December ""YYYYQ3"" = January to March ""YYYYQ4"" = April to June","2003-04;2004-05;2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;2011-12;2012-13;2013-14;2014-15;2015-16;2016-17;2017-18;2018-19;2019-20;2020-21;2021-22;2022-23;2023-24;2024-25"
47,"47","Merchandise Trade Exports","blade-table-47-merchandise-trade-exports","Month data is in reference to","month_actioned","","3 Character Mmm i.e. ""Jan"", ""Feb""","2003-04;2004-05;2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;2011-12;2012-13;2013-14;2014-15;2015-16;2016-17;2017-18;2018-19;2019-20;2020-21;2021-22;2022-23;2023-24;2024-25"
47,"47","Merchandise Trade Exports","blade-table-47-merchandise-trade-exports","Product level Australian and New Zealand Standard Industrial Classification (ANZSIC), 2006","anzsic_06_class_code","","4 digit categorical See ANZSIC 2006","2003-04;2004-05;2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;2011-12;2012-13;2013-14;2014-15;2015-16;2016-17;2017-18;2018-19;2019-20;2020-21;2021-22;2022-23;2023-24;2024-25"
47,"47","Merchandise Trade Exports","blade-table-47-merchandise-trade-exports","Australian Harmonized Export Commodity Classification (AHECC - commodity code)","commodity_code_ex","","8 digit Categorical See CSM - Data Downloads (Appendices, Appendix 6.1 column AHECC)","2003-04;2004-05;2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;2011-12;2012-13;2013-14;2014-15;2015-16;2016-17;2017-18;2018-19;2019-20;2020-21;2021-22;2022-23;2023-24;2024-25"
47,"47","Merchandise Trade Exports","blade-table-47-merchandise-trade-exports","Standard International Trade Classification (SITC - commodity code) Rev. 4","sitc_item_code_ex","","5 digit Categorical See CSM - Data Downloads (Appendices, Appendix 6.1 column SITC R4)","2003-04;2004-05;2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;2011-12;2012-13;2013-14;2014-15;2015-16;2016-17;2017-18;2018-19;2019-20;2020-21;2021-22;2022-23;2023-24;2024-25"
47,"47","Merchandise Trade Exports","blade-table-47-merchandise-trade-exports","Country of final destination","country_of_final_dest_ex","","3 digit categorical See Country Code column in Appendix 6","2003-04;2004-05;2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;2011-12;2012-13;2013-14;2014-15;2015-16;2016-17;2017-18;2018-19;2019-20;2020-21;2021-22;2022-23;2023-24;2024-25"
47,"47","Merchandise Trade Exports","blade-table-47-merchandise-trade-exports","The UN/Locode of the foreign port where the goods will be discharged from the vessel or aircraft. This is the first port or airport of discharge","port_of_discharge_ex","","6 digit categorical See Port Code column in Appendix 6","2003-04;2004-05;2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;2011-12;2012-13;2013-14;2014-15;2015-16;2016-17;2017-18;2018-19;2019-20;2020-21;2021-22;2022-23;2023-24;2024-25"
