"pbs_code","atc_code","atc_level1","benefit_type","claimed_price","pack_size","number_of_repeats","manner_of_admin","weight"
"5071X","N05BA01","N","U",2.5,50,0,"ORAL",0.000266389621460352
"5072Y","N05BA01","N","U",5.57,50,0,"ORAL",0.000266389621460352
"5100K","N05AX13","N","S",76.51,1,5,"INJECTION",0.000266389621460352
"5102M","N05AX13","N","S",153.01,1,5,"INJECTION",0.000266389621460352
"5103N","N05AX13","N","S",199.05,1,5,"INJECTION",0.000266389621460352
"5107T","N05AX13","N","S",244.62,1,5,"INJECTION",0.000266389621460352
"5109X","N05AX13","N","S",244.62,1,5,"INJECTION",0.000266389621460352
"5115F","N02AA03","N","R",6.13,20,0,"ORAL",0.000266389621460352
"5116G","N02AA03","N","R",8.24,20,0,"ORAL",0.000266389621460352
"5117H","N02AA03","N","R",16.06,20,0,"ORAL",0.000266389621460352
"5140M","N05AH05","N","S",114.95,60,5,"SUBLINGUAL",0.000266389621460352
"5141N","N05AH05","N","S",191.62,60,5,"SUBLINGUAL",0.000266389621460352
"5143Q","N04BC05","N","R",42.6,30,5,"ORAL",0.000266389621460352
"5145T","N04BC05","N","R",76.16,30,5,"ORAL",0.000266389621460352
"5150C","N02AX02","N","R",5.9,1,0,"ORAL",0.000266389621460352
"5163R","N02AA01","N","R",10.77,20,0,"ORAL",0.000266389621460352
"5168B","N02AA01","N","R",4.61,5,0,"INJECTION",0.000266389621460352
"5169C","N02AA01","N","R",7.18,5,0,"INJECTION",0.000266389621460352
"5170D","N02AA01","N","R",9.13,5,0,"INJECTION",0.000266389621460352
"5189D","N05CD02","N","U",2.5,25,0,"ORAL",0.000266389621460352
"5190E","N02AA05","N","R",12.31,250,0,"ORAL",0.000266389621460352
"5191F","N02AA05","N","R",11,20,0,"ORAL",0.000266389621460352
"5192G","N05BA04","N","U",2.5,25,0,"ORAL",0.000266389621460352
"5193H","N05BA04","N","U",6.17,25,0,"ORAL",0.000266389621460352
"5194J","N02AA05","N","R",30.09,12,0,"RECTAL",0.000266389621460352
"5195K","N02AA05","N","R",2.5,20,0,"ORAL",0.000266389621460352
"5196L","N02BE01","N","R",1.53,100,0,"ORAL",0.000266389621460352
"5197M","N02AA05","N","R",6,20,0,"ORAL",0.000266389621460352
"5221T","N05CD07","N","U",7.24,25,0,"ORAL",0.000266389621460352
"5224Y","N02BE01","N","R",1.53,100,0,"ORAL",0.000266389621460352
"5231H","N02AX02","N","R",3.15,5,0,"INJECTION",0.000266389621460352
"5232J","N02AX02","N","R",4.75,20,0,"ORAL",0.000266389621460352
"5237P","N02AA01","N","R",40,200,0,"ORAL",0.000266389621460352
"5238Q","N02AA01","N","R",80,200,0,"ORAL",0.000266389621460352
"5239R","N02AA01","N","R",125,200,0,"ORAL",0.000266389621460352
"5290K","N02CC06","N","R",12.68,4,5,"ORAL",0.000266389621460352
"5291L","N02CC06","N","R",12.68,4,5,"ORAL",0.000266389621460352
"5458G","N05AH04","N","S",23.95,60,5,"ORAL",0.000266389621460352
"5465P","N07BA01","N","R",35.23,28,2,"TRANSDERMAL",0.000266389621460352
"5469W","N07BA03","N","S",53.46,56,2,"ORAL",0.000266389621460352
"5571F","N07BA01","N","R",35.23,28,2,"TRANSDERMAL",0.000266389621460352
"5572G","N07BA01","N","R",35.23,28,2,"TRANSDERMAL",0.000266389621460352
"5573H","N07BA01","N","R",35.23,28,2,"TRANSDERMAL",0.000266389621460352
"8000C","N02AA55","N","S",12.28,28,0,"ORAL",0.000266389621460352
"8003F","N06AG02","N","R",12.13,60,5,"ORAL",0.000266389621460352
"8035X","N02AA01","N","S",6.3,28,0,"ORAL",0.000266389621460352
"8063J","N03AX09","N","R",4.79,56,5,"ORAL",0.000266389621460352
"8097E","N05AF05","N","R",16.83,5,0,"INJECTION",0.000266389621460352
"8100H","N05AX08","N","S",94.36,1,5,"ORAL",0.000266389621460352
"8144P","N02CC01","N","R",2.9,2,5,"ORAL",0.000266389621460352
"8163P","N03AX11","N","S",4,60,5,"ORAL",0.000266389621460352
"8164Q","N03AX11","N","S",6.18,60,5,"ORAL",0.000266389621460352
"8165R","N03AX11","N","S",9.72,60,5,"ORAL",0.000266389621460352
"8166T","N03AX11","N","S",16.34,60,5,"ORAL",0.000266389621460352
"8170B","N05AH03","N","S",10.53,28,5,"ORAL",0.000266389621460352
"8174F","N06AB08","N","R",11.23,30,5,"ORAL",0.000266389621460352
"8185T","N05AH03","N","S",13.56,28,5,"ORAL",0.000266389621460352
"8186W","N05AH03","N","S",9.34,28,5,"ORAL",0.000266389621460352
"8187X","N05AH03","N","S",10.92,28,5,"ORAL",0.000266389621460352
"8218M","N04BA02","N","R",10.89,100,5,"ORAL",0.000266389621460352
"8219N","N04BA02","N","R",20.28,100,5,"ORAL",0.000266389621460352
"8220P","N06AB04","N","R",14.75,28,5,"ORAL",0.000266389621460352
"8221Q","N03AG06","N","S",22.73,50,5,"ORAL",0.000266389621460352
"8222R","N03AG06","N","S",45.47,50,5,"ORAL",0.000266389621460352
"8223T","N03AG06","N","S",65.4,50,5,"ORAL",0.000266389621460352
"8266C","N02CC03","N","R",5.52,2,5,"ORAL",0.000266389621460352
"8270G","N06AB03","N","R",3.5,28,5,"ORAL",0.000266389621460352
"8290H","N06AX","N","R",31.46,100,2,"ORAL",0.000266389621460352
"8298R","N02CC02","N","A",5.69,2,5,"ORAL",0.000266389621460352
"8301X","N06AX16","N","R",5.5,28,5,"ORAL",0.000266389621460352
"8302Y","N06AX16","N","R",5.92,28,5,"ORAL",0.000266389621460352
"8349K","N02AA01","N","S",8.82,28,0,"ORAL",0.000266389621460352
"8357W","N07BB03","N","S",61.19,180,1,"ORAL",0.000266389621460352
"8367J","N04BX02","N","R",75.63,100,4,"ORAL",0.000266389621460352
"8370M","N07BB04","N","S",76.68,30,1,"ORAL",0.000266389621460352
"8371N","N03AX11","N","S",10.52,60,5,"ORAL",0.000266389621460352
"8372P","N03AX11","N","S",8.66,60,5,"ORAL",0.000266389621460352
"8385H","N02AA05","N","S",10.23,28,0,"ORAL",0.000266389621460352
"8386J","N02AA05","N","S",18.12,28,0,"ORAL",0.000266389621460352
"8387K","N02AA05","N","S",27.4,28,0,"ORAL",0.000266389621460352
"8388L","N02AA05","N","S",44.89,28,0,"ORAL",0.000266389621460352
"8389M","N03AX","N","S",25.88,100,5,"ORAL",0.000266389621460352
"8393R","N04BC06","N","R",24.82,30,5,"ORAL",0.000266389621460352
"8394T","N04BC06","N","R",33.27,30,5,"ORAL",0.000266389621460352
"8420E","N02AA03","N","R",5.64,5,0,"INJECTION",0.000266389621460352
"8421F","N02AA03","N","R",7.52,5,0,"INJECTION",0.000266389621460352
"8433W","N05AH03","N","S",13.56,28,5,"ORAL",0.000266389621460352
"8434X","N05AH03","N","S",15.6,28,5,"ORAL",0.000266389621460352
"8453X","N02AA01","N","A",95.31,28,0,"ORAL",0.000266389621460352
"8455B","N02AX02","N","R",4.75,20,0,"ORAL",0.000266389621460352
"8456C","N05AH04","N","S",14.33,60,0,"ORAL",0.000266389621460352
"8457D","N05AH04","N","S",18.34,90,5,"ORAL",0.000266389621460352
"8458E","N05AH04","N","S",21.8,60,5,"ORAL",0.000266389621460352
"8464L","N02AA05","N","R",11,20,0,"ORAL",0.000266389621460352
"8465M","N07BA","N","S",47.84,30,0,"ORAL",0.000266389621460352
"8489T","N02AA01","N","S",12.21,28,0,"ORAL",0.000266389621460352
"8491X","N02AA01","N","S",9.17,14,0,"ORAL",0.000266389621460352
"8492Y","N02AA01","N","S",16.25,14,0,"ORAL",0.000266389621460352
"8493B","N02AA01","N","S",19.64,14,0,"ORAL",0.000266389621460352
"8494C","N02AA01","N","S",28.55,14,0,"ORAL",0.000266389621460352
"8495D","N06DA02","N","A",8.38,28,5,"ORAL",0.000266389621460352
"8496E","N06DA02","N","A",8.35,28,5,"ORAL",0.000266389621460352
"8497F","N06DA03","N","A",64.64,56,5,"ORAL",0.000266389621460352
"8498G","N06DA03","N","A",64.64,56,5,"ORAL",0.000266389621460352
"8499H","N06DA03","N","A",64.64,56,5,"ORAL",0.000266389621460352
"8500J","N06DA03","N","A",64.64,56,5,"ORAL",0.000266389621460352
"8501K","N02AA05","N","R",6,20,0,"ORAL",0.000266389621460352
"8502L","N02AA05","N","R",11,20,0,"ORAL",0.000266389621460352
"8505P","N03AX","N","S",5.92,100,5,"ORAL",0.000266389621460352
"8512B","N06AB08","N","R",8.52,30,5,"ORAL",0.000266389621460352
"8513C","N06AX11","N","R",9.09,30,5,"ORAL",0.000266389621460352
"8520K","N03AX11","N","S",14.44,60,5,"ORAL",0.000266389621460352
"8523N","N02AX02","N","S",6.92,20,0,"ORAL",0.000266389621460352
"8524P","N02AX02","N","S",8.5,20,0,"ORAL",0.000266389621460352
"8525Q","N02AX02","N","S",9.32,20,0,"ORAL",0.000266389621460352
"8541M","N02AA03","N","R",6.13,20,0,"ORAL",0.000266389621460352
"8542N","N02AA03","N","R",8.24,20,0,"ORAL",0.000266389621460352
"8543P","N02AA03","N","R",16.06,20,0,"ORAL",0.000266389621460352
"8559L","N03AX","N","S",21.21,100,5,"ORAL",0.000266389621460352
"8580N","N05AH04","N","S",27.89,60,5,"ORAL",0.000266389621460352
"8582Q","N02AX02","N","R",3.15,5,0,"INJECTION",0.000266389621460352
"8583R","N06AX18","N","R",24.84,60,5,"ORAL",0.000266389621460352
"8584T","N03AF02","N","S",40.2,100,5,"ORAL",0.000266389621460352
"8585W","N03AF02","N","S",66.34,100,5,"ORAL",0.000266389621460352
"8586X","N03AF02","N","S",110.84,100,5,"ORAL",0.000266389621460352
"8588B","N03AF02","N","S",40.2,1,5,"ORAL",0.000266389621460352
"8594H","N05AL05","N","S",4.75,30,5,"ORAL",0.000266389621460352
"8595J","N05AL05","N","S",20.48,60,5,"ORAL",0.000266389621460352
"8596K","N05AL05","N","S",37.14,60,5,"ORAL",0.000266389621460352
"8644Y","N02AA05","N","R",12.31,250,0,"ORAL",0.000266389621460352
"8654L","N03AX14","N","R",7.18,60,5,"ORAL",0.000266389621460352
"8655M","N03AX14","N","R",11.96,60,5,"ORAL",0.000266389621460352
"8656N","N03AX14","N","R",25.76,60,5,"ORAL",0.000266389621460352
"8664B","N07XX02","N","A",89.04,56,5,"ORAL",0.000266389621460352
"8669G","N02AA01","N","R",4.11,20,0,"ORAL",0.000266389621460352
"8670H","N02AA01","N","R",4.86,20,0,"ORAL",0.000266389621460352
"8700X","N06AB10","N","R",15.71,28,5,"ORAL",0.000266389621460352
"8701Y","N06AB10","N","R",16.03,28,5,"ORAL",0.000266389621460352
"8702B","N06AB04","N","R",2.5,28,5,"ORAL",0.000266389621460352
"8703C","N06AB04","N","R",2.54,28,5,"ORAL",0.000266389621460352
"8710K","N07BA","N","S",143.52,90,0,"ORAL",0.000266389621460352
"8717T","N05AX12","N","S",28.47,30,5,"ORAL",0.000266389621460352
"8718W","N05AX12","N","S",40.4,30,5,"ORAL",0.000266389621460352
"8719X","N05AX12","N","S",49.18,30,5,"ORAL",0.000266389621460352
"8720Y","N05AX12","N","S",59.93,30,5,"ORAL",0.000266389621460352
"8736T","N05AL05","N","S",60.17,1,5,"ORAL",0.000266389621460352
"8770N","N06DA04","N","A",20.35,28,5,"ORAL",0.000266389621460352
"8771P","N06DA04","N","A",24.89,28,5,"ORAL",0.000266389621460352
"8772Q","N06DA04","N","A",29.66,28,5,"ORAL",0.000266389621460352
"8780D","N05AX08","N","S",78.88,1,5,"INJECTION",0.000266389621460352
"8781E","N05AX08","N","S",102.71,1,5,"INJECTION",0.000266389621460352
"8782F","N05AX08","N","S",126.29,1,5,"INJECTION",0.000266389621460352
"8784H","N02BE01","N","R",1.53,100,4,"ORAL",0.000266389621460352
"8787L","N05AX08","N","S",8.13,60,2,"ORAL",0.000266389621460352
"8789N","N05AX08","N","S",4,60,2,"ORAL",0.000266389621460352
"8797B","N04BA03","N","R",51.57,100,4,"ORAL",0.000266389621460352
"8798C","N04BA03","N","R",56.96,100,4,"ORAL",0.000266389621460352
"8799D","N04BA03","N","R",62.35,100,4,"ORAL",0.000266389621460352
"8814X","N02BE01","N","R",3.5,96,5,"ORAL",0.000266389621460352
"8816B","N06BA07","N","A",60.38,60,5,"ORAL",0.000266389621460352
"8836C","N06AB06","N","R",8.83,30,5,"ORAL",0.000266389621460352
"8837D","N06AB06","N","R",8.83,30,5,"ORAL",0.000266389621460352
"8839F","N06BA04","N","A",16.17,100,5,"ORAL",0.000266389621460352
"8843K","N02AX02","N","R",5.9,1,0,"ORAL",0.000266389621460352
"8855C","N06AX11","N","R",3.85,30,5,"ORAL",0.000266389621460352
"8856D","N06AX11","N","R",4.37,30,5,"ORAL",0.000266389621460352
"8857E","N06AX11","N","R",6.58,30,5,"ORAL",0.000266389621460352
"8865N","N02AE01","N","S",7.01,2,0,"TRANSDERMAL",0.000266389621460352
"8866P","N02AE01","N","S",12.62,2,0,"TRANSDERMAL",0.000266389621460352
"8867Q","N02AE01","N","S",19.47,2,0,"TRANSDERMAL",0.000266389621460352
"8868R","N06AX16","N","R",2.72,28,0,"ORAL",0.000266389621460352
"8869T","N05AX08","N","S",8.13,60,5,"ORAL",0.000266389621460352
"8878G","N02AB03","N","S",6.66,5,0,"TRANSDERMAL",0.000266389621460352
"8883M","N06AX11","N","R",4.75,30,5,"ORAL",0.000266389621460352
"8891Y","N02AB03","N","S",8.48,5,0,"TRANSDERMAL",0.000266389621460352
"8892B","N02AB03","N","S",15.57,5,0,"TRANSDERMAL",0.000266389621460352
"8893C","N02AB03","N","S",21.33,5,0,"TRANSDERMAL",0.000266389621460352
"8894D","N02AB03","N","S",26.47,5,0,"TRANSDERMAL",0.000266389621460352
"8934F","N02AA55","N","S",13.07,28,0,"ORAL",0.000266389621460352
"8935G","N02AA55","N","S",23.18,28,0,"ORAL",0.000266389621460352
"8936H","N02AA55","N","S",35.03,28,0,"ORAL",0.000266389621460352
"8952E","N05AH03","N","S",20.36,28,5,"ORAL",0.000266389621460352
"8953F","N05AH03","N","S",23.52,28,5,"ORAL",0.000266389621460352
"8970D","N04BA02","N","S",1442,7,5,"INTRA_INTESTINAL",0.000266389621460352
"9070J","N05AE04","N","S",27.51,60,5,"ORAL",0.000266389621460352
"9071K","N05AE04","N","S",55.12,60,5,"ORAL",0.000266389621460352
"9072L","N05AE04","N","S",82.37,60,5,"ORAL",0.000266389621460352
"9073M","N05AE04","N","S",109.98,60,5,"ORAL",0.000266389621460352
"9079W","N05AX08","N","S",6.22,60,2,"ORAL",0.000266389621460352
"9092M","N06BA09","N","S",28.68,28,5,"ORAL",0.000266389621460352
"9093N","N06BA09","N","S",28.68,28,5,"ORAL",0.000266389621460352
"9094P","N06BA09","N","S",28.68,28,5,"ORAL",0.000266389621460352
"9095Q","N06BA09","N","S",28.68,28,5,"ORAL",0.000266389621460352
"9096R","N06BA09","N","S",28.68,28,5,"ORAL",0.000266389621460352
"9128K","N07BA03","N","S",45.35,1,0,"ORAL",0.000266389621460352
"9129L","N07BA03","N","S",53.46,56,0,"ORAL",0.000266389621460352
"9140C","N05AX13","N","S",39.09,28,5,"ORAL",0.000266389621460352
"9141D","N05AX13","N","S",78.98,28,5,"ORAL",0.000266389621460352
"9142E","N05AX13","N","S",118.47,28,5,"ORAL",0.000266389621460352
"9151P","N04BC05","N","R",3.04,30,0,"ORAL",0.000266389621460352
"9152Q","N04BC05","N","R",17.25,100,5,"ORAL",0.000266389621460352
"9153R","N04BC05","N","R",60,100,5,"ORAL",0.000266389621460352
"9155W","N06AX21","N","R",3.86,28,0,"ORAL",0.000266389621460352
"9156X","N06AX21","N","R",4,28,5,"ORAL",0.000266389621460352
"9161E","N06DA03","N","A",64.64,30,5,"TRANSDERMAL",0.000266389621460352
"9162F","N06DA03","N","A",64.64,30,5,"TRANSDERMAL",0.000266389621460352
"9169N","N03AX14","N","R",60.12,1,5,"ORAL",0.000266389621460352
"9202H","N05AH04","N","S",15.54,60,5,"ORAL",0.000266389621460352
"9203J","N05AH04","N","S",28.44,60,5,"ORAL",0.000266389621460352
"9204K","N05AH04","N","S",34.02,60,5,"ORAL",0.000266389621460352
"9205L","N05AH04","N","S",43.19,60,5,"ORAL",0.000266389621460352
"9289X","N06BA09","N","S",37.29,28,5,"ORAL",0.000266389621460352
"9290Y","N06BA09","N","S",37.29,28,5,"ORAL",0.000266389621460352
"9292C","N04BA03","N","R",67.31,100,4,"ORAL",0.000266389621460352
"9293D","N05AX08","N","S",94.36,1,2,"ORAL",0.000266389621460352
"9294E","N05AH03","N","S",139.38,1,5,"INJECTION",0.000266389621460352
"9295F","N05AH03","N","S",226.8,1,5,"INJECTION",0.000266389621460352
"9303P","N05AH03","N","S",299.71,1,5,"INJECTION",0.000266389621460352
"9306T","N06DX01","N","A",28.09,28,5,"ORAL",0.000266389621460352
"9313E","N02CC04","N","R",6.23,2,5,"ORAL",0.000266389621460352
"9333F","N03AX18","N","S",5.7,14,1,"ORAL",0.000266389621460352
"9334G","N03AX18","N","S",11.42,14,1,"ORAL",0.000266389621460352
"9335H","N03AX18","N","S",45.68,56,5,"ORAL",0.000266389621460352
"9336J","N03AX18","N","S",17.12,14,1,"ORAL",0.000266389621460352
"9337K","N03AX18","N","S",68.48,56,5,"ORAL",0.000266389621460352
"9338L","N03AX18","N","S",91.3,56,5,"ORAL",0.000266389621460352
"9344T","N04BA03","N","R",53.94,100,4,"ORAL",0.000266389621460352
"9345W","N04BA03","N","R",59.12,100,4,"ORAL",0.000266389621460352
"9365X","N06AX11","N","R",2.73,30,5,"ORAL",0.000266389621460352
"9366Y","N06AX23","N","R",9.24,28,5,"ORAL",0.000266389621460352
"9367B","N06AX23","N","R",10.71,28,5,"ORAL",0.000266389621460352
"9388D","N03AX15","N","S",10.41,56,5,"ORAL",0.000266389621460352
"9389E","N03AX15","N","S",17.36,56,5,"ORAL",0.000266389621460352
"9390F","N03AX15","N","S",28.93,56,5,"ORAL",0.000266389621460352
"9393J","N04BC05","N","R",3.04,30,2,"ORAL",0.000266389621460352
"9394K","N04BC05","N","R",17.25,100,2,"ORAL",0.000266389621460352
"9399Q","N02AA05","N","S",17.89,28,0,"ORAL",0.000266389621460352
"9400R","N02AA05","N","S",30.52,28,0,"ORAL",0.000266389621460352
"9432K","N06AB10","N","R",15.71,28,5,"ORAL",0.000266389621460352
"9433L","N06AB10","N","R",16.03,28,5,"ORAL",0.000266389621460352
"9734H","N02CC02","N","A",5.69,2,5,"ORAL",0.000266389621460352
"15199Y","P02BA01","P","S",800,6,0,"ORAL",0.000793021411578126
"1975Y","P01BC01","P","S",8.2,50,2,"ORAL",0.000793021411578126
"2868Y","P02CF01","P","S",16.35,4,2,"ORAL",0.000793021411578126
"3047J","P02CC01","P","U",4.18,6,0,"ORAL",0.000793021411578126
"3048K","P02CC01","P","U",8.36,6,0,"ORAL",0.000793021411578126
"3054R","P03AC04","P","U",6.81,1,1,"APPLICATION",0.000793021411578126
"8300W","P01AX06","P","S",873.5,1,0,"ORAL",0.000793021411578126
"8359Y","P02CF01","P","S",16.35,4,0,"ORAL",0.000793021411578126
"8459F","P02CA03","P","S",95.53,60,2,"ORAL",0.000793021411578126
"8503M","P02CA03","P","S",14.63,6,1,"ORAL",0.000793021411578126
"9047E","P02CA03","P","S",14.63,6,0,"ORAL",0.000793021411578126
"9439T","P01BB51","P","R",46.03,12,0,"ORAL",0.000793021411578126
"9498X","P01BF01","P","R",48.34,24,0,"ORAL",0.000793021411578126
"10007Q","R03AK11","R","S",24.54,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"10008R","R03AK11","R","S",35.44,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"10015D","R03AK07","R","S",15.71,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"10018G","R03AK07","R","S",24.37,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"10059K","R03BB06","R","R",42.7,30,5,"INHALATION_BY_MOUTH",0.000485142510612501
"10124W","R03BB05","R","R",42.7,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"10156M","R03AL04","R","S",68.39,30,5,"INHALATION_BY_MOUTH",0.000485142510612501
"10187E","R03BB07","R","R",42.7,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"10188F","R03AL03","R","S",68.38,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"1034K","R03CC03","R","U",12.35,5,0,"INJECTION",0.000485142510612501
"10509D","R03BB04","R","R",28.82,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"10557P","R03AL06","R","S",57.27,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"10565C","R03AL05","R","S",61.58,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"1103C","R03CC02","R","U",6.38,1,5,"ORAL",0.000485142510612501
"11043F","R03BB04","R","R",28.82,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"11095Y","R03AC02","R","R",4.66,1,5,"INHALATION",0.000485142510612501
"11124L","R03AK10","R","S",39.79,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"11129R","R03AK10","R","S",53.49,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"11130T","R03AC02","R","R",4.54,1,5,"INHALATION",0.000485142510612501
"11273H","R03AK07","R","S",22.33,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"11301T","R03AK07","R","S",44.14,2,5,"INHALATION_BY_MOUTH",0.000485142510612501
"11379X","R03AL08","R","S",66.86,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"11629C","R03BB04","R","S",28.82,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"11719T","R03BA09","R","U",14.87,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"11729H","R03BA09","R","U",27.36,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"11822F","R01AX06","R","S",12.57,1,0,"NASAL",0.000485142510612501
"11892X","R03BB04","R","R",24.28,30,5,"INHALATION_BY_MOUTH",0.000485142510612501
"12029D","R03AK07","R","S",22.33,1,2,"INHALATION_BY_MOUTH",0.000485142510612501
"12041R","R03AK07","R","S",26.05,1,2,"INHALATION_BY_MOUTH",0.000485142510612501
"12042T","R03AK07","R","S",15.71,1,2,"INHALATION_BY_MOUTH",0.000485142510612501
"12082X","R03AK07","R","S",24.37,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"12089G","R03AK07","R","S",15.71,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"12093L","R03AK07","R","S",26.05,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"12101X","R03AK07","R","S",25.59,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"12109H","R03AC02","R","U",8.21,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"12183F","R03AK08","R","S",22.33,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"12267P","R03AC03","R","S",6.82,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"12269R","R03AK14","R","S",22.8,30,5,"INHALATION_BY_MOUTH",0.000485142510612501
"12279G","R03AK14","R","S",42.92,30,5,"INHALATION_BY_MOUTH",0.000485142510612501
"12289T","R03AK14","R","S",28.2,30,5,"INHALATION_BY_MOUTH",0.000485142510612501
"12295D","R03AL12","R","S",70.3,30,5,"INHALATION_BY_MOUTH",0.000485142510612501
"12298G","R03AL12","R","S",55.58,30,5,"INHALATION_BY_MOUTH",0.000485142510612501
"12468F","R03AL09","R","S",57.05,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"12672Y","R03AL11","R","S",60.93,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"12917W","R03AL08","R","S",70.31,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"13200R","R03AL09","R","S",61.82,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"13205B","R03AK08","R","S",32.12,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"13258T","R03AK07","R","S",23.93,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"14151T","R03AK07","R","S",11.17,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"14159F","R03AK07","R","S",11.17,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"14166N","R03AK07","R","S",11.17,1,2,"INHALATION_BY_MOUTH",0.000485142510612501
"14310E","R03AL09","R","S",57.05,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"14311F","R03AK06","R","S",40.37,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"14312G","R03BA08","R","R",10.08,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"14328D","R03AC12","R","R",15.8,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"14331G","R03BA02","R","R",8.65,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"14332H","R03AK14","R","S",22.8,30,5,"INHALATION_BY_MOUTH",0.000485142510612501
"14333J","R03AK14","R","S",28.2,30,5,"INHALATION_BY_MOUTH",0.000485142510612501
"14334K","R03AC18","R","R",42.7,30,5,"INHALATION_BY_MOUTH",0.000485142510612501
"14343X","R03AK11","R","S",24.54,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"14344Y","R03AK11","R","S",35.44,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"14345B","R03AK10","R","S",53.49,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"14346C","R03AL08","R","S",66.86,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"14347D","R03BA05","R","R",15.18,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"14348E","R03BA08","R","R",18.4,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"14358Q","R03AL03","R","S",68.38,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"14361W","R03BB04","R","R",28.82,30,5,"INHALATION_BY_MOUTH",0.000485142510612501
"14365C","R03AK07","R","S",26.05,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"14368F","R03AC18","R","R",42.7,30,5,"INHALATION_BY_MOUTH",0.000485142510612501
"14376P","R03AK08","R","S",22.33,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"14378R","R03BA01","R","R",10.96,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"14379T","R03AK10","R","S",39.79,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"14380W","R03BA09","R","R",27.36,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"14381X","R03BA05","R","R",16.11,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"14382Y","R03AL08","R","S",70.31,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"14389H","R03BB07","R","R",42.7,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"14398T","R03AK07","R","S",23.93,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"14399W","R03AL12","R","S",70.3,30,5,"INHALATION_BY_MOUTH",0.000485142510612501
"14410K","R03AL05","R","S",61.58,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"14411L","R03AK11","R","S",24.01,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"14412M","R03BA05","R","R",9.17,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"14413N","R03AK06","R","S",32.06,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"14414P","R03AK06","R","S",32.06,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"14417T","R03BB06","R","R",42.7,30,5,"INHALATION_BY_MOUTH",0.000485142510612501
"14419X","R03AC13","R","R",15.8,60,5,"INHALATION_BY_MOUTH",0.000485142510612501
"14434Q","R03AK07","R","S",22.33,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
"14435R","R03AK07","R","S",44.14,2,5,"INHALATION_BY_MOUTH",0.000485142510612501
"14436T","R03AK07","R","S",24.37,1,5,"INHALATION_BY_MOUTH",0.000485142510612501
