dataset	variable	code	label
DOMINO	END_REASON_CODE	O19	Overseas more than 19 weeks
DOMINO	END_REASON_CODE	O6W	Overseas more than 6 weeks
DOMINO	END_REASON_CODE	P39	Age 60+ and not 39 weeks cont on Pen/Ben
DOMINO	END_REASON_CODE	PCS	Principal Carer with a child & Single
DOMINO	END_REASON_CODE	PCW	Partial Capacity to Work
DOMINO	END_REASON_CODE	PLS	Pension Loan Scheme
DOMINO	END_REASON_CODE	S12	Suspended greater than 12 months
DOMINO	END_REASON_CODE	SCA	SHC Senior Concession Allowance only
DOMINO	END_REASON_CODE	SNI	Security Notice Issued
DOMINO	END_REASON_CODE	SSN	Not a Social Security Act child
DOMINO	END_REASON_CODE	TAL	SHC Telephone Allowance only
DOMINO	END_REASON_CODE	UNL	Unlink
DOMINO	ENT_TYPE	ABY	Abstudy
DOMINO	ENT_TYPE	AGE	Age Pension
DOMINO	ENT_TYPE	AIC	Assistance for Isolated Children
DOMINO	ENT_TYPE	AUS	Austudy
DOMINO	ENT_TYPE	BVA	Bereavement Allowance
DOMINO	ENT_TYPE	CAR	Carer Payment
DOMINO	ENT_TYPE	CDA	Carer Allowance
DOMINO	ENT_TYPE	DSP	Disability Support Pension
DOMINO	ENT_TYPE	ECP	Exceptional Circumstance Payment
DOMINO	ENT_TYPE	EHC	Ex Care Client (Child)
DOMINO	ENT_TYPE	FFR	Farm Family Restart
DOMINO	ENT_TYPE	FHA	Farm Household Allowance
DOMINO	ENT_TYPE	FST	Foster Child
DOMINO	ENT_TYPE	FTB	Family Tax Benefit
DOMINO	ENT_TYPE	JSP	Jobseeker Payment
DOMINO	ENT_TYPE	LIC	Low Income Card
DOMINO	ENT_TYPE	MOB	Mobility Allowance
DOMINO	ENT_TYPE	NMA	Newstart Mature Age Allowance
DOMINO	ENT_TYPE	NSA	Newstart Allowance
DOMINO	ENT_TYPE	PPP	Parenting Payment Partnered
DOMINO	ENT_TYPE	PPS	Parenting Payment Single
DOMINO	ENT_TYPE	PTA	Partner Allowance
DOMINO	ENT_TYPE	RUS	(Rural) Farm Support
DOMINO	ENT_TYPE	SHC	Commonwealth Seniors Health Card
DOMINO	ENT_TYPE	SKA	Sickness Allowance
DOMINO	ENT_TYPE	SPL	Special Benefit
DOMINO	ENT_TYPE	WDA	Widow Allowance
DOMINO	ENT_TYPE	WFA	Wifes Pension - Age
DOMINO	ENT_TYPE	WFD	Wifes Pension - Disability
DOMINO	ENT_TYPE	WID	Widows Pension
DOMINO	ENT_TYPE	YAL	Youth Allowance
DOMINO	FREQ_CODE	12W	Twelve weekly
DOMINO	FREQ_CODE	1WE	Weekly
DOMINO	FREQ_CODE	2MT	Bi-monthly
DOMINO	FREQ_CODE	2WE	Fortnightly
DOMINO	FREQ_CODE	3MT	Quarterly
DOMINO	FREQ_CODE	4WE	Four weekly
DOMINO	FREQ_CODE	6MT	Half yearly
DOMINO	FREQ_CODE	8WE	Eight weekly
DOMINO	FREQ_CODE	ANN	Annually
DOMINO	FREQ_CODE	DLY	Daily
DOMINO	FREQ_CODE	HMT	Twice monthly
DOMINO	FREQ_CODE	IOP	Other
DOMINO	FREQ_CODE	MTH	Monthly
DOMINO	FREQ_CODE	ONE	One-off
DOMINO	FREQ_CODE	QTR	Quarterly
DOMINO	FTBA_BEN_STATUS	CUR	Current
DOMINO	FTBA_BEN_STATUS	N	Default (supplementary)
DOMINO	FTBA_TYPE_CODE	FTBA	Family Tax Benefit Part A
DOMINO	FTBA_TYPE_CODE	NA	Not Applicable (supplementary)
DOMINO	FTBB_BEN_STATUS	CUR	Current
DOMINO	FTBB_BEN_STATUS	N	Default (supplementary)
DOMINO	FTBB_TYPE_CODE	FTBB	Family Tax Benefit Part B
DOMINO	FTBB_TYPE_CODE	NA	Not Applicable (supplementary)
DOMINO	HSE_ACCOM_CODE	BAL	Boarder or lodger
DOMINO	HSE_ACCOM_CODE	COM	Community housing (not in Repository)
DOMINO	HSE_ACCOM_CODE	DAT	Unknown, customer selected for data collection mail out
DOMINO	HSE_ACCOM_CODE	EXE	Lives in shared accommodation, exempt
DOMINO	HSE_ACCOM_CODE	FMR	Follow-up of circumstances (not in Repository)
DOMINO	HSE_ACCOM_CODE	LWJ	Lives with parents, joint leasing
DOMINO	HSE_ACCOM_CODE	LWP	Lives with parents
DOMINO	HSE_ACCOM_CODE	Missing	No value
DOMINO	HSE_ACCOM_CODE	NAP	No description found in category element
DOMINO	HSE_ACCOM_CODE	NAS	Does not live in shared accommodation
DOMINO	HSE_ACCOM_CODE	RCO	Lives in a residential college or hostel in the academic year
DOMINO	HSE_ACCOM_CODE	REC	Lives with recipient child only
DOMINO	HSE_ACCOM_CODE	SHH	Shares accommodation with homeowner
DOMINO	HSE_ACCOM_CODE	SHR	Lives in shared accommodation
DOMINO	HSE_ACCOM_CODE	XSH	Exempt from Sharers rate
DOMINO	HSE_HO_CODE	DEE	Deemed interest
DOMINO	HSE_HO_CODE	GFH	Homeowner in Govt funded Aged Care
DOMINO	HSE_HO_CODE	GFN	Non homeowner in Govt funded Aged Care
DOMINO	HSE_HO_CODE	HOM	Jointly/singly owns or purchasing Home
DOMINO	HSE_HO_CODE	JNT	Owns jointly with their partner
DOMINO	HSE_HO_CODE	LHO	Lives elsewhere
DOMINO	HSE_HO_CODE	LIF	Bequeathed Life Interest
DOMINO	HSE_HO_CODE	NHH	Lives in a Nursing Home, homeowner
DOMINO	HSE_HO_CODE	NHN	Lives in Nursing Home, non-homeowner
DOMINO	HSE_HO_CODE	NHO	Non homeowner
DOMINO	HSE_HO_CODE	OTH	Owns home but can't be classified by above
DOMINO	HSE_HO_CODE	PAR	Owns jointly with someone other than partner
DOMINO	HSE_HO_CODE	PLT	Purchased life tenancy
DOMINO	HSE_HO_CODE	POH	Purchasing Home
DOMINO	HSE_HO_CODE	SRH	Lives in a Special Residence, homeowner
DOMINO	HSE_HO_CODE	SRN	Lives in Special Residence, non-homeowner
DOMINO	HSE_RENT_TYPE	BOA	Board and lodging
DOMINO	HSE_RENT_TYPE	DEF	Defence Force Housing
DOMINO	HSE_RENT_TYPE	FBD	Free board
DOMINO	HSE_RENT_TYPE	FBL	Free board and lodgings
DOMINO	HSE_RENT_TYPE	FLD	Free lodgings
DOMINO	HSE_RENT_TYPE	GOV	Government rent
DOMINO	HSE_RENT_TYPE	LOD	Lodgings only
DOMINO	HSE_RENT_TYPE	MNT	Maintenance fees for Nursing home/Retirement village
DOMINO	HSE_RENT_TYPE	MOO	Mooring fees
DOMINO	HSE_RENT_TYPE	NRP	No rent paid
DOMINO	HSE_RENT_TYPE	NRT	Net rent assessed
DOMINO	HSE_RENT_TYPE	OHO	Other housing organisation
DOMINO	HSE_RENT_TYPE	OTH	Other
DOMINO	HSE_RENT_TYPE	PRI	Private rent
DOMINO	HSE_RENT_TYPE	RSP	Respite care fees
DOMINO	HSE_RENT_TYPE	SIT	Site fees
DOMINO	IMPRMT_CODE	0	0
DOMINO	IMPRMT_CODE	10	10
DOMINO	IMPRMT_CODE	15	15
DOMINO	IMPRMT_CODE	20	20
DOMINO	IMPRMT_CODE	25	25
DOMINO	IMPRMT_CODE	30	30
DOMINO	IMPRMT_CODE	35	35
DOMINO	IMPRMT_CODE	40	40
DOMINO	IMPRMT_CODE	45	45
DOMINO	IMPRMT_CODE	5	5
DOMINO	IMPRMT_CODE	50	50
DOMINO	IMPRMT_CODE	55	55
DOMINO	IMPRMT_CODE	60	60
DOMINO	IMPRMT_CODE	65	65
DOMINO	IMPRMT_CODE	70	70
DOMINO	IMPRMT_CODE	75	75
DOMINO	IMPRMT_CODE	80	80
DOMINO	IMPRMT_CODE	85	85
DOMINO	IMPRMT_CODE	90	90
DOMINO	IMPRMT_CODE	95	95
DOMINO	IMPRMT_CODE	NA	NA
DOMINO	INST_TYPE	B	Both Primary and Secondary
DOMINO	INST_TYPE	H	Higher Education Private Providers
DOMINO	INST_TYPE	O	Special School
DOMINO	INST_TYPE	P	Primary School
DOMINO	INST_TYPE	Q	Higher Education TAFEs
DOMINO	INST_TYPE	R	Private Provider
DOMINO	INST_TYPE	S	Secondary School
DOMINO	INST_TYPE	T	TAFE
DOMINO	INST_TYPE	U	University
DOMINO	ISP_BEN_STATUS	CUR	Current
DOMINO	ISP_BEN_STATUS	N	Not Applicable (supplementary)
DOMINO	ISP_BEN_STATUS	SUS	Suspicious
DOMINO	ISP_TYPE_CODE	ABA	Abstudy - Schooling Applicant
DOMINO	ISP_TYPE_CODE	ABY	Abstudy
DOMINO	ISP_TYPE_CODE	AGE	Age Pension
DOMINO	ISP_TYPE_CODE	AUS	Austudy
DOMINO	ISP_TYPE_CODE	BVA	Bereavement Allowance
DOMINO	ISP_TYPE_CODE	CAR	Carer Payment
DOMINO	ISP_TYPE_CODE	DSP	Disability Support Pension
DOMINO	ISP_TYPE_CODE	ECP	Exceptional Circumstance Payment
DOMINO	ISP_TYPE_CODE	JSP	Jobseeker Payment
DOMINO	ISP_TYPE_CODE	NA	Not Applicable (supplementary)
DOMINO	ISP_TYPE_CODE	NSA	Newstart Allowance
DOMINO	ISP_TYPE_CODE	PPP	Parenting Payment Partnered
DOMINO	ISP_TYPE_CODE	PPS	Parenting Payment Single
DOMINO	ISP_TYPE_CODE	PTA	Partner Allowance
DOMINO	ISP_TYPE_CODE	SKA	Sickness Allowance
DOMINO	ISP_TYPE_CODE	SPL	Special Benefit
DOMINO	ISP_TYPE_CODE	WDA	Widow Allowance
DOMINO	ISP_TYPE_CODE	WFA	Wife Pension (Age Pension)
DOMINO	ISP_TYPE_CODE	WFD	Wife Pension (Disability Support Pension)
DOMINO	ISP_TYPE_CODE	WID	Widow B Pension
DOMINO	ISP_TYPE_CODE	YLA	Youth Allowance (Apprentice)
DOMINO	ISP_TYPE_CODE	YLO	Youth Allowance (Other)
DOMINO	ISP_TYPE_CODE	YLS	Youth Allowance (Student)
DOMINO	LVL_ATTAINED	ADP	Advanced Diploma
DOMINO	LVL_ATTAINED	ASD	Associate Diploma
DOMINO	LVL_ATTAINED	BAC	Bachelor's Degree
DOMINO	LVL_ATTAINED	C01	Certificate 1
DOMINO	LVL_ATTAINED	C02	Certificate 2
DOMINO	LVL_ATTAINED	C03	Certificate 3
DOMINO	LVL_ATTAINED	C04	Certificate 4
DOMINO	LVL_ATTAINED	CER	Certificate - No longer valid
DOMINO	LVL_ATTAINED	DIP	Diploma
DOMINO	LVL_ATTAINED	DOC	Doctorate
DOMINO	LVL_ATTAINED	HEB	Bridging Course
DOMINO	LVL_ATTAINED	HNR	Honours/Masters Qualification
DOMINO	LVL_ATTAINED	Missing	No value
DOMINO	LVL_ATTAINED	MST	Master's Degree
DOMINO	LVL_ATTAINED	PGR	Post-Graduate Diploma
DOMINO	LVL_ATTAINED	TRA	Trade Qualification
DOMINO	LVL_ATTAINED	U10	Less than Year 10
DOMINO	LVL_ATTAINED	UGR	Undergraduate
DOMINO	LVL_ATTAINED	UNI	University (6 Mths or 1 Sem Remaining)
DOMINO	LVL_ATTAINED	UNK	Unknown
DOMINO	LVL_ATTAINED	Y06	Year 6
DOMINO	LVL_ATTAINED	Y07	Year 7 - No longer valid
DOMINO	LVL_ATTAINED	Y08	Year 8 - No longer valid
DOMINO	LVL_ATTAINED	Y09	Year 9 - No longer valid
DOMINO	LVL_ATTAINED	Y10	Year 10
DOMINO	LVL_ATTAINED	Y11	Year 11
DOMINO	LVL_ATTAINED	Y12	Year 12
DOMINO	LVL_ATTAINED	Y13	Year 13
DOMINO	LVL_ATTAINED_DESC	Advanced Diploma	Advanced Diploma
DOMINO	LVL_ATTAINED_DESC	Associate Diploma	Associate Diploma
DOMINO	LVL_ATTAINED_DESC	Bachelor's Degree	Bachelor's Degree
DOMINO	LVL_ATTAINED_DESC	Bridging Course	Bridging Course
DOMINO	LVL_ATTAINED_DESC	Certificate - No longer valid	Certificate - No longer valid
DOMINO	LVL_ATTAINED_DESC	Certificate 1	Certificate 1
DOMINO	LVL_ATTAINED_DESC	Certificate 2	Certificate 2
DOMINO	LVL_ATTAINED_DESC	Certificate 3	Certificate 3
DOMINO	LVL_ATTAINED_DESC	Certificate 4	Certificate 4
DOMINO	LVL_ATTAINED_DESC	Diploma	Diploma
DOMINO	LVL_ATTAINED_DESC	Doctorate	Doctorate
DOMINO	LVL_ATTAINED_DESC	Honours/Masters Qualification	Honours/Masters Qualification
DOMINO	LVL_ATTAINED_DESC	Less than Year 10	Less than Year 10
DOMINO	LVL_ATTAINED_DESC	Master's Degree	Master's Degree
DOMINO	LVL_ATTAINED_DESC	No value	No value
DOMINO	LVL_ATTAINED_DESC	Post-Graduate Diploma	Post-Graduate Diploma
DOMINO	LVL_ATTAINED_DESC	Trade Qualification	Trade Qualification
DOMINO	LVL_ATTAINED_DESC	Undergraduate	Undergraduate
DOMINO	LVL_ATTAINED_DESC	University (6 Mths or 1 Sem Remaining)	University (6 Mths or 1 Sem Remaining)
DOMINO	LVL_ATTAINED_DESC	Unknown	Unknown
DOMINO	LVL_ATTAINED_DESC	Year 10	Year 10
DOMINO	LVL_ATTAINED_DESC	Year 11	Year 11
DOMINO	LVL_ATTAINED_DESC	Year 12	Year 12
DOMINO	LVL_ATTAINED_DESC	Year 13	Year 13
DOMINO	LVL_ATTAINED_DESC	Year 6	Year 6
DOMINO	LVL_ATTAINED_DESC	Year 7 - No longer valid	Year 7 - No longer valid
DOMINO	LVL_ATTAINED_DESC	Year 8 - No longer valid	Year 8 - No longer valid
DOMINO	LVL_ATTAINED_DESC	Year 9 - No longer valid	Year 9 - No longer valid
DOMINO	MAN_CODE	APP	Successful Appeal
DOMINO	MAN_CODE	BLI	Permanent Blindness
DOMINO	MAN_CODE	HV4	Category 4 HIV or AIDS
DOMINO	MAN_CODE	INT	Intellectual Disability
DOMINO	MAN_CODE	MCW	Manifest - clearly no CITW
DOMINO	MAN_CODE	MDI	Manifest - diagnosis criteria not met
DOMINO	MAN_CODE	MNF	Manifest (7/12/02 conversion only)
DOMINO	MAN_CODE	MNI	Manifest - Not sufficient impairment
DOMINO	MAN_CODE	MTM	Manifest temporary
DOMINO	MAN_CODE	MWK	Manifest - can work 30 hrs p/w
DOMINO	MAN_CODE	MWL	Manifest - can work 15 hrs p/w
DOMINO	MAN_CODE	NHM	Nursing Home Level of Care
DOMINO	MAN_CODE	TPI	Special Rate TPI or Military Rehab Act
DOMINO	MAN_CODE	TRM	Terminal Illness
DOMINO	MED_PRMY_GRP	ABI	Acquired Brain Impairment
DOMINO	MED_PRMY_GRP	AMP	Amputation
DOMINO	MED_PRMY_GRP	CAN	Cancer/Tumour
DOMINO	MED_PRMY_GRP	CFS	Chronic Fatigue/Post Viral Syndrome
DOMINO	MED_PRMY_GRP	CGA	Congenital abnormalities
DOMINO	MED_PRMY_GRP	CHR	Chronic pain
DOMINO	MED_PRMY_GRP	CIR	Circulatory system
DOMINO	MED_PRMY_GRP	EIS	Endocrine and Immune system
DOMINO	MED_PRMY_GRP	GIS	Gastro-intestinal system
DOMINO	MED_PRMY_GRP	IFD	Infectious diseases
DOMINO	MED_PRMY_GRP	IHD	Inherited disorders
DOMINO	MED_PRMY_GRP	INT	Intellectual/Learning
DOMINO	MED_PRMY_GRP	MUS	Musculo-skeletal and Connective tissue
DOMINO	MED_PRMY_GRP	NER	Nervous system
DOMINO	MED_PRMY_GRP	PFC	Poorly defined cause
DOMINO	MED_PRMY_GRP	PSY	Psychological/Psychiatric
DOMINO	MED_PRMY_GRP	REP	Reproductive system
DOMINO	MED_PRMY_GRP	RES	Respiratory system
DOMINO	MED_PRMY_GRP	SDB	Skin disorder and burns
DOMINO	MED_PRMY_GRP	SEN	Sense organs
DOMINO	MED_PRMY_GRP	UNK	Granted prior to 12.11.91
DOMINO	MED_PRMY_GRP	URO	Urogenital system
DOMINO	MED_PRMY_GRP	VIS	Visceral disorder
DOMINO	MED_SCNDRY_GRP	ABI	Acquired Brain Impairment
DOMINO	MED_SCNDRY_GRP	AMP	Amputation
DOMINO	MED_SCNDRY_GRP	CAN	Cancer/Tumour
DOMINO	MED_SCNDRY_GRP	CFS	Chronic Fatigue/Post Viral Syndrome
DOMINO	MED_SCNDRY_GRP	CGA	Congenital abnormalities
DOMINO	MED_SCNDRY_GRP	CHR	Chronic pain
DOMINO	MED_SCNDRY_GRP	CIR	Circulatory system
DOMINO	MED_SCNDRY_GRP	EIS	Endocrine and Immune system
DOMINO	MED_SCNDRY_GRP	GIS	Gastro-intestinal system
DOMINO	MED_SCNDRY_GRP	IFD	Infectious diseases
DOMINO	MED_SCNDRY_GRP	IHD	Inherited disorders
DOMINO	MED_SCNDRY_GRP	INT	Intellectual/Learning
DOMINO	MED_SCNDRY_GRP	MUS	Musculo-skeletal and Connective tissue
DOMINO	MED_SCNDRY_GRP	NER	Nervous system
DOMINO	MED_SCNDRY_GRP	PFC	Poorly defined cause
DOMINO	MED_SCNDRY_GRP	PSY	Psychological/Psychiatric
DOMINO	MED_SCNDRY_GRP	REP	Reproductive system
DOMINO	MED_SCNDRY_GRP	RES	Respiratory system
DOMINO	MED_SCNDRY_GRP	SDB	Skin disorder and burns
DOMINO	MED_SCNDRY_GRP	SEN	Sense organs
DOMINO	MED_SCNDRY_GRP	UNK	Granted prior to 12.11.91
DOMINO	MED_SCNDRY_GRP	URO	Urogenital system
DOMINO	MED_SCNDRY_GRP	VIS	Visceral disorder
DOMINO	NSPP_PRCPL_CARER_RSN_CODE	NDE	No dependent children
DOMINO	NSPP_PRCPL_CARER_RSN_CODE	NPC	Not principal carer
DOMINO	NSPP_PRCPL_CARER_RSN_CODE	Null	Blank
DOMINO	NSPP_PRCPL_CARER_RSN_CODE	PCC	Partner is principal carer
DOMINO	POSTALTYPE	BUS	Business Address
DOMINO	POSTALTYPE	FPO	FAO Postal Address
DOMINO	POSTALTYPE	HOM	Home Address
DOMINO	POSTALTYPE	NAD	Nominee Address
DOMINO	POSTALTYPE	PHY	Physical Address
DOMINO	POSTALTYPE	POS	Postal Address
DOMINO	POSTALTYPE	TEM	Temporary Address
DOMINO	POSTALTYPE	TER	Term Address
DOMINO	REASON_CODE	ARQ	Additional request
DOMINO	REASON_CODE	BLK	Yearly bulk issue
DOMINO	REASON_CODE	BOF	Blind Indicator Off
DOMINO	REASON_CODE	BON	Blind Indicator On
DOMINO	REASON_CODE	CAH	Card At Home
DOMINO	REASON_CODE	CAN	Cancellation (card not issued)
DOMINO	REASON_CODE	CED	Change End Date
DOMINO	REASON_CODE	CEN	#N/A
DOMINO	REASON_CODE	CHC	Child change
DOMINO	REASON_CODE	CHD	#N/A
DOMINO	REASON_CODE	CNM	Change of name
DOMINO	REASON_CODE	CNV	Conversion from old card system
DOMINO	REASON_CODE	COA	Change of address
DOMINO	REASON_CODE	COF	#N/A
DOMINO	REASON_CODE	CON	Child Eligibility On
DOMINO	REASON_CODE	CSD	Continuity Start Date change
DOMINO	REASON_CODE	DDP	Damaged during processing
DOMINO	REASON_CODE	DES	Destroyed
DOMINO	REASON_CODE	DNI	Dependants not included on card
DOMINO	REASON_CODE	EXT	Extension card issue
DOMINO	REASON_CODE	FAO	#N/A
DOMINO	REASON_CODE	FIX	Fixed by DI job (displays as SYS)
DOMINO	REASON_CODE	FLO	#N/A
DOMINO	REASON_CODE	GRA	Grant
DOMINO	REASON_CODE	HIC	#N/A
DOMINO	REASON_CODE	IBR	Issue by request from customer
DOMINO	REASON_CODE	IBT	Interbenefit transfer
DOMINO	REASON_CODE	IDC	Incorrect details on card
DOMINO	REASON_CODE	ISS	Initial issue on grant (JSC Only)
DOMINO	REASON_CODE	KCH	Change of Kids details
DOMINO	REASON_CODE	LNK	Linking to a partner
DOMINO	REASON_CODE	LOS	Lost
DOMINO	REASON_CODE	MED	Medical certificate
DOMINO	REASON_CODE	NAM	#N/A
DOMINO	REASON_CODE	NCL	#N/A
DOMINO	REASON_CODE	NEW	Waiting for Card from grant
DOMINO	REASON_CODE	NRC	Not received by client
DOMINO	REASON_CODE	PCO	Print coming off
DOMINO	REASON_CODE	REN	Waiting for Card from LIC renewal
DOMINO	REASON_CODE	RES	Restore of benefit
DOMINO	REASON_CODE	STM	Stimulus Card issue
DOMINO	REASON_CODE	STO	Stolen
DOMINO	REASON_CODE	SUP	Card delivery suppressed
DOMINO	REASON_CODE	TFR	Transfer card issue
DOMINO	REASON_CODE	ULK	Unlinking of a partner
DOMINO	REASON_CODE	VNR	Rail travel voucher not received
DOMINO	REL_CODE	CHI	Child
DOMINO	REL_CODE	DEF	Defacto
DOMINO	REL_CODE	DIV	Divorced
DOMINO	REL_CODE	GAU	Guardian
DOMINO	REL_CODE	GCH	Grandchild
DOMINO	REL_CODE	GPA	Grandparent
DOMINO	REL_CODE	MAR	Married
DOMINO	REL_CODE	NRE	Not required
DOMINO	REL_CODE	PAR	Parent
DOMINO	REL_CODE	REG	Registered
DOMINO	REL_CODE	SEP	Separated
DOMINO	REL_CODE	SIB	Sibling
DOMINO	REL_CODE	SIN	Single
DOMINO	REL_CODE	UNK	Unknown
DOMINO	REL_CODE	WAR	Ward
DOMINO	REL_CODE	WID	Widow
DOMINO	REL_QUAL_CODE	(null)	Missing/Not Requried (supplementary)
DOMINO	REL_QUAL_CODE	DEP	Dependent Female
DOMINO	REL_QUAL_CODE	DES	Deserted Wife
DOMINO	REL_QUAL_CODE	GAC	In Gaol
DOMINO	REL_QUAL_CODE	GAO	Partner in Gaol
DOMINO	REL_QUAL_CODE	GAP	Partner in Gaol
DOMINO	REL_QUAL_CODE	ILB	Ill Sep / Both Left Home
DOMINO	REL_QUAL_CODE	ILC	Ill Sep / Left Home
DOMINO	REL_QUAL_CODE	ILP	Ill Sep / Partner Left Home
DOMINO	REL_QUAL_CODE	ILS	Separated due to illness
DOMINO	REL_QUAL_CODE	OVC	Overseas (never in Australia)
DOMINO	REL_QUAL_CODE	OVP	Partner Overseas (never in Australia)
DOMINO	REL_QUAL_CODE	PIJ	Partner in Gaol
DOMINO	REL_QUAL_CODE	PMH	Partner in Mental Hospital
DOMINO	REL_QUAL_CODE	PSB	Psych Care / Both Left home
DOMINO	REL_QUAL_CODE	PSC	Psych Care / Left home
DOMINO	REL_QUAL_CODE	PSP	Partner in Psych Care
DOMINO	REL_QUAL_CODE	PSY	Partner in Psych Care
DOMINO	REL_QUAL_CODE	REC	In Respite Care
DOMINO	REL_QUAL_CODE	REP	Partner in Respite Care
DOMINO	REL_QUAL_CODE	RES	Partner in Respite Care
DOMINO	REL_QUAL_CODE	S24	S24 Provisions apply
DOMINO	REL_QUAL_CODE	SUR	Separated under one roof
DOMINO	REL_QUAL_CODE	TEB	Tmp Sep / Both Left home
DOMINO	REL_QUAL_CODE	TEC	Tmp Sep / Left home
DOMINO	REL_QUAL_CODE	TEM	Tmp Sep Not ill/estranged
DOMINO	REL_QUAL_CODE	TEP	Tmp Sep / Partner left home
DOMINO	REL_QUAL_CODE	WDD	Defacto Partner Died
DOMINO	REL_QUAL_CODE	WID	Widow
DOMINO	RENT_BEN_STATUS	CUR	Current
DOMINO	RENT_BEN_STATUS	N	Default (supplementary)
DOMINO	RENT_TYPE_CODE	NA	Not Applicable (supplementary)
DOMINO	RENT_TYPE_CODE	RAF	Rent Assistance Family
DOMINO	RENT_TYPE_CODE	RAG	Rent Assistance Parenting
DOMINO	RENT_TYPE_CODE	RAN	Rent Assistance Newstart
DOMINO	RENT_TYPE_CODE	RAP	Rent Assistance Pension
DOMINO	RENT_TYPE_CODE	RAS	Rent Assistance Abstudy
DOMINO	RFRL_RSN_CODE	(blank)	Missing (supplementary)
DOMINO	RFRL_RSN_CODE	ATPRA	Activity Test / Participation Requirements Appeal
DOMINO	RFRL_RSN_CODE	COCC	Change Of Circumstances
DOMINO	RFRL_RSN_CODE	DMAAPP	DMA for Appeals
DOMINO	RFRL_RSN_CODE	DMANCL	DMA for DSP New Claim
DOMINO	RFRL_RSN_CODE	DOESDR	DOES Direct Registration
DOMINO	RFRL_RSN_CODE	DPAD	DES-DMS Direct Registration
DOMINO	RFRL_RSN_CODE	DPAR	DES - DMS Review
DOMINO	RFRL_RSN_CODE	DPARV	DES - DMS Review DSP Volunteer
DOMINO	RFRL_RSN_CODE	DPBD	DES - ESS Direct Registration
DOMINO	RFRL_RSN_CODE	DPBR	DES - ESS Review
DOMINO	RFRL_RSN_CODE	DPBRV	DES - ESS Review DSP Volunteer
DOMINO	RFRL_RSN_CODE	DSPA	DSP Appeal (including ODM & ARO)
DOMINO	RFRL_RSN_CODE	DSPAP	DSP Appeal pre 1/7/06 (including ODM & ARO)
DOMINO	RFRL_RSN_CODE	DSPME	DSP Portability Medical Review Pre 1/7/06
DOMINO	RFRL_RSN_CODE	DSPMR	DSP Portability Medical Review
DOMINO	RFRL_RSN_CODE	DSPNC	DSP New Claim
DOMINO	RFRL_RSN_CODE	DSPNCP	DSP New Claim pre 1/7/06
DOMINO	RFRL_RSN_CODE	DSPR	DSP Medical Review of Entitlement
DOMINO	RFRL_RSN_CODE	DSPRB	DSP Medical Risk Based Review
DOMINO	RFRL_RSN_CODE	DSPRBP	DSP Medical Risk Based Review pre 1/7/06
DOMINO	RFRL_RSN_CODE	DSPRP	DSP Medical Review of Entitlement pre 1/7/0
DOMINO	RFRL_RSN_CODE	DSPU	DSP Participation Requirements
DOMINO	RFRL_RSN_CODE	DSPV	DSP Volunteer
DOMINO	RFRL_RSN_CODE	EXCIR	Exceptional Circumstances
DOMINO	RFRL_RSN_CODE	FRPN	Foreign Pension
DOMINO	RFRL_RSN_CODE	JNMDR	JNM Direct Registration
DOMINO	RFRL_RSN_CODE	JSCIC	JSCI Combined
DOMINO	RFRL_RSN_CODE	JSCID	JSCI Medical
DOMINO	RFRL_RSN_CODE	JSCIPF	JSCI Personal Factors
DOMINO	RFRL_RSN_CODE	JSCISN	JSCI Special Needs
DOMINO	RFRL_RSN_CODE	NSAYAA	NSA YA Appeal
DOMINO	RFRL_RSN_CODE	NSAYAM	NSA YA Incapacitated MC Lodged
DOMINO	RFRL_RSN_CODE	NSAYAR	NSA YA Review
DOMINO	RFRL_RSN_CODE	ODSPA	Appeal Outcome (DSP)
DOMINO	RFRL_RSN_CODE	ODSPAP	Appeal Outcome (DSP Appeal pre 1/7/06)
DOMINO	RFRL_RSN_CODE	OTH	Other
DOMINO	RFRL_RSN_CODE	PCWR	Partial Capacity to Work / Temporary Work Capacity
DOMINO	RFRL_RSN_CODE	PFP	Participation Failure Pending
DOMINO	RFRL_RSN_CODE	PPA	Parenting Payment Appeal
DOMINO	RFRL_RSN_CODE	PSPDR	PSP Direct Registration
DOMINO	RFRL_RSN_CODE	PTWR	Post 2 Years Assistance Review
DOMINO	RFRL_RSN_CODE	S4SR	Stream 4 Services Review
DOMINO	RFRL_RSN_CODE	SBFDSP	Special Benefit DSP Conditions
DOMINO	RFRL_RSN_CODE	SCKALL	Sickness Allowance
DOMINO	RFRL_RSN_CODE	SDT	Special Disability Trust
DOMINO	RFRL_RSN_CODE	SSDR	Stream Services Direct Registration
DOMINO	RFRL_RSN_CODE	SSR	Stream Services Review
DOMINO	RFRL_RSN_CODE	SSRV	Stream Services Review DSP Volunteer
DOMINO	RFRL_RSN_CODE	SWS	Supported Wage System
DOMINO	RFRL_RSN_CODE	VLNTR	Volunteer (non-DSP)
DOMINO	RFRL_RSN_CODE	VRDR	Voc Rehab Direct Registration
DOMINO	RFRL_RSN_CODE	YDS	Youth Disability Supplement
DOMINO	ROW_TYPE	YBPE_ADD	entitlement class token, the only example the registry gives
DOMINO	STDNT_PRTCPN_STS	3MT	Customer will turn 18 within 3 months
DOMINO	STDNT_PRTCPN_STS	ADD	Learning difficulty - Add
DOMINO	STDNT_PRTCPN_STS	ALC	Substance abuse - alcohol
DOMINO	STDNT_PRTCPN_STS	APC	Access program
